CoC_Number,Total_Year_Round_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES_TH_SH,Total_HMIS_Year_Round_Beds_ES_TH_SH,HMIS_Participation_Rate_for_Year_Round_Beds_ES_TH_SH,Total_Year_Round_Beds_ES,Total_Year_Round_Beds_TH,Total_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_without_Children_ES_TH_SH,Total_Beds_for_Households_with_only_Children_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES,Total_HMIS_Year_Round_Beds_ES,HMIS_Participation_Rate_for_Year_Round_Beds_ES,Total_Seasonal_Beds_ES,Total_Overflow_Beds_ES,Total_Units_for_Households_with_Children_ES,Total_Beds_for_Households_with_Children_ES,Total_Beds_for_Households_without_Children_ES,Total_Beds_for_Households_with_only_Children_ES,Total_Non_DV_Year_Round_Beds_TH,Total_HMIS_Year_Round_Beds_TH,HMIS_Participation_Rate_for_Year_Round_Beds_TH,Total_Units_for_Households_with_Children_TH,Total_Beds_for_Households_with_Children_TH,Total_Beds_for_Households_without_Children_TH,Total_Beds_for_Households_with_only_Children_TH,Total_Non_DV_Year_Round_Beds_SH,Total_HMIS_Year_Round_Beds_SH,HMIS_Participation_Rate_for_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_SH,Total_Beds_for_Households_with_Children_SH,Total_Beds_for_Households_without_Children_SH,Total_Beds_for_Households_with_only_Children_SH,Total_Year_Round_Beds_RRH_AND_DEM,Total_Non_DV_Year_Round_Beds_RRH_AND_DEM,Total_HMIS_Year_Round_Beds_RRH_AND_DEM,HMIS_Participation_Rate_for_Year_Round_Beds_RRH_AND_DEM,Total_Units_for_Households_with_Children_RRH_AND_DEM,Total_Beds_for_Households_with_Children_RRH_AND_DEM,Total_Beds_for_Households_without_Children_RRH_AND_DEM,Total_Beds_for_Households_with_only_Children_RRH_AND_DEM,Total_Year_Round_Beds_RRH,Total_Non_DV_Year_Round_Beds_RRH,Total_HMIS_Year_Round_Beds_RRH,HMIS_Participation_Rate_for_Year_Round_Beds_RRH,Total_Units_for_Households_with_Children_RRH,Total_Beds_for_Households_with_Children_RRH,Total_Beds_for_Households_without_Children_RRH,Total_Beds_for_Households_with_only_Children_RRH,Total_Year_Round_Beds_DEM,Total_Non_DV_Year_Round_Beds_DEM,Total_HMIS_Year_Round_Beds_DEM,HMIS_Participation_Rate_for_Year_Round_Beds_DEM,Total_Units_for_Households_with_Children_DEM,Total_Beds_for_Households_with_Children_DEM,Total_Beds_for_Households_without_Children_DEM,Total_Beds_for_Households_with_only_Children_DEM,Total_Year_Round_Beds_PSH,Total_Non_DV_Year_Round_Beds_PSH,Total_HMIS_Year_Round_Beds_PSH,HMIS_Participation_Rate_for_Year_Round_Beds_PSH,Total_Units_for_Households_with_Children_PSH,Total_Beds_for_Households_with_Children_PSH,Total_Beds_for_Households_without_Children_PSH,Total_Beds_for_Households_with_only_Children_PSH,Total_Year_Round_Beds_OPH,Total_Non_DV_Year_Round_Beds_OPH,Total_HMIS_Year_Round_Beds_OPH,HMIS_Participation_Rate_for_Year_Round_Beds_OPH,Total_Units_for_Households_with_Children_OPH,Total_Beds_for_Households_with_Children_OPH,Total_Beds_for_Households_without_Children_OPH,Total_Beds_for_Households_with_only_Children_OPH
TN-506,320,261,88,0.275,216,104,0,39,108,204,8,161,14,0.0648,0,4,21,60,148,8,100,74,0.7115,18,48,56,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,137,137,137,1,43,113,24,0,0,0,0,.,0,0,0,0
TN-507,275,220,57,0.2073,205,62,8,76,190,85,0,165,15,0.0732,0,10,65,144,61,0,47,34,0.5484,11,46,16,0,8,8,1,0,0,8,0,114,114,114,1,84,97,17,0,114,114,114,1,84,97,17,0,0,0,0,.,0,0,0,0,265,265,232,0.8755,31,64,201,0,0,0,0,.,0,0,0,0
TN-509,557,484,246,0.4417,398,159,0,29,214,337,6,325,133,0.3342,38,26,15,158,234,6,159,113,0.7107,14,56,103,0,0,0,.,0,0,0,0,23,23,23,1,1,3,20,0,23,23,23,1,1,3,20,0,0,0,0,.,0,0,0,0,473,437,317,0.6702,47,152,321,0,0,0,0,.,0,0,0,0
TN-510,213,166,85,0.3991,149,64,0,23,87,126,0,110,59,0.396,25,0,20,70,79,0,56,26,0.4063,3,17,47,0,0,0,.,0,0,0,0,6,6,6,1,0,0,6,0,6,6,6,1,0,0,6,0,0,0,0,.,0,0,0,0,220,218,107,0.4864,37,106,114,0,0,0,0,.,0,0,0,0
TN-512,278,150,150,0.5396,190,88,0,71,188,90,0,85,85,0.4474,15,187,51,143,47,0,65,65,0.7386,20,45,43,0,0,0,.,0,0,0,0,11,11,11,1,0,0,11,0,11,11,11,1,0,0,11,0,0,0,0,.,0,0,0,0,82,82,47,0.5732,54,67,15,0,0,0,0,.,0,0,0,0
TX-500,2406,2199,2132,0.8861,1218,1144,44,300,1177,1174,55,1087,1087,0.8924,0,57,113,435,769,14,1068,1001,0.875,187,742,361,41,44,44,1,0,0,44,0,127,127,127,1,30,109,18,0,127,127,127,1,30,109,18,0,0,0,0,.,0,0,0,0,1427,1427,1427,1,190,680,747,0,1098,1098,1098,1,159,591,507,0
TX-503,1310,1040,1014,0.774,816,478,16,211,679,626,5,710,684,0.8382,248,66,83,280,531,5,314,314,0.6569,128,399,79,0,16,16,1,0,0,16,0,91,91,91,1,16,48,43,0,58,58,58,1,4,15,43,0,33,33,33,1,12,33,0,0,930,914,914,0.9828,76,268,662,0,102,102,102,1,34,102,0,0
TX-600,3954,3374,806,0.2038,2390,1539,25,600,1676,2258,20,2079,58,0.0243,0,76,298,730,1640,20,1270,723,0.4698,302,946,593,0,25,25,1,0,0,25,0,139,120,120,0.8633,50,115,24,0,139,120,120,0.8633,50,115,24,0,0,0,0,.,0,0,0,0,2897,2897,2211,0.7632,467,1374,1523,0,0,0,0,.,0,0,0,0
TX-601,2180,1840,1539,0.706,1266,894,20,321,1082,1082,16,1092,791,0.6248,23,149,84,394,856,16,728,728,0.8143,237,688,206,0,20,20,1,0,0,20,0,117,54,54,0.4615,32,110,7,0,117,54,54,0.4615,32,110,7,0,0,0,0,.,0,0,0,0,1666,1636,1622,0.9736,184,488,1178,0,240,240,22,0.0917,28,78,162,0
TX-603,1243,1142,729,0.5865,676,547,20,170,621,614,8,590,352,0.5207,0,63,58,229,439,8,532,377,0.6892,112,392,155,0,20,0,0,0,0,20,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,78,78,78,1,5,16,62,0,0,0,0,.,0,0,0,0
TX-604,244,171,150,0.6148,109,132,3,36,138,106,0,54,54,0.4954,0,50,14,50,59,0,114,96,0.7273,22,88,44,0,3,0,0,0,0,3,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,.,0,0,0,0,92,88,28,0.3043,0,0,92,0,0,0,0,.,0,0,0,0
TX-607,5663,3533,2069,0.3654,4014,1649,0,764,2791,2733,139,2409,1334,0.3323,82,290,460,1808,2098,108,1124,735,0.4457,304,983,635,31,0,0,.,0,0,0,0,440,301,301,0.6841,109,379,61,0,440,301,301,0.6841,109,379,61,0,0,0,0,.,0,0,0,0,1177,1026,275,0.2336,142,449,728,0,0,0,0,.,0,0,0,0
TX-611,612,588,588,0.9608,543,69,0,72,261,351,0,519,519,0.9558,0,21,54,199,344,0,69,69,1,18,62,7,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,157,157,157,1,94,109,48,0,0,0,0,.,0,0,0,0
TX-624,408,347,345,0.8456,372,36,0,9,132,242,34,311,309,0.8306,0,0,8,116,222,34,36,36,1,1,16,20,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,17,17,17,1,0,0,17,0,0,0,0,.,0,0,0,0
TX-700,3715,2896,2548,0.6859,1142,2548,25,507,1823,1870,22,1005,865,0.7574,0,117,135,524,596,22,1866,1658,0.6507,372,1299,1249,0,25,25,1,0,0,25,0,488,437,437,0.8955,126,309,179,0,488,437,437,0.8955,126,309,179,0,0,0,0,.,0,0,0,0,3676,3424,2067,0.5623,1715,2576,1100,0,0,0,0,.,0,0,0,0
TX-701,221,176,160,0.724,151,70,0,32,66,155,0,106,106,0.702,12,0,22,46,105,0,70,54,0.7714,10,20,50,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0
TX-703,487,354,157,0.3224,245,242,0,64,210,261,16,179,97,0.3959,0,10,33,110,119,16,175,60,0.2479,31,100,142,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,92,92,70,0.7609,13,30,62,0,0,0,0,.,0,0,0,0
UT-500,1761,1448,1331,0.7558,969,743,49,196,684,1075,2,788,699,0.7214,700,0,82,297,672,0,611,583,0.7847,114,387,354,2,49,49,1,0,0,49,0,505,505,131,0.2594,113,461,44,0,505,505,131,0.2594,113,461,44,0,0,0,0,.,0,0,0,0,1868,1868,1709,0.9149,280,926,942,0,0,0,0,.,0,0,0,0
UT-503,838,458,389,0.4642,486,352,0,153,489,349,0,280,219,0.4506,30,0,61,194,292,0,178,170,0.483,92,295,57,0,0,0,.,0,0,0,0,95,95,83,0.8737,17,58,37,0,95,95,83,0.8737,17,58,37,0,0,0,0,.,0,0,0,0,195,195,155,0.7949,12,41,154,0,0,0,0,.,0,0,0,0
UT-504,141,82,82,0.5816,80,61,0,30,92,49,0,49,49,0.6125,0,0,13,37,43,0,33,33,0.541,17,55,6,0,0,0,.,0,0,0,0,57,57,0,0,18,57,0,0,57,57,0,0,18,57,0,0,0,0,0,.,0,0,0,0,201,201,197,0.9801,32,92,109,0,6,0,0,0,2,6,0,0
VA-500,737,675,607,0.8236,302,419,16,63,217,520,0,270,264,0.8742,0,141,26,107,195,0,389,327,0.7804,37,110,309,0,16,16,1,0,0,16,0,766,699,683,0.8916,207,647,119,0,766,699,683,0.8916,207,647,119,0,0,0,0,.,0,0,0,0,914,914,440,0.4814,128,381,533,0,0,0,0,.,0,0,0,0
VA-501,491,409,243,0.4949,315,176,0,65,247,244,0,260,112,0.3556,187,116,36,141,174,0,149,131,0.7443,29,106,70,0,0,0,.,0,0,0,0,243,215,215,0.8848,71,234,9,0,243,215,215,0.8848,71,234,9,0,0,0,0,.,0,0,0,0,628,628,413,0.6576,45,166,462,0,28,28,0,0,0,0,28,0
VA-502,553,475,152,0.2749,469,84,0,45,201,352,0,391,68,0.145,0,0,30,161,308,0,84,84,1,15,40,44,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,76,76,76,1,14,45,31,0,0,0,0,.,0,0,0,0
VA-503,345,235,195,0.5652,124,221,0,56,230,104,11,61,61,0.4919,64,14,11,58,55,11,174,134,0.6063,45,172,49,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,265,265,64,0.2415,19,46,219,0,14,14,0,0,0,0,14,0
VA-504,166,129,124,0.747,92,74,0,20,90,72,4,67,62,0.6739,58,17,4,16,72,4,62,62,0.8378,16,74,0,0,0,0,.,0,0,0,0,23,23,23,1,2,6,17,0,23,23,23,1,2,6,17,0,0,0,0,.,0,0,0,0,73,73,73,1,1,4,69,0,0,0,0,.,0,0,0,0
VA-505,455,353,187,0.411,309,124,22,54,192,263,0,260,114,0.3689,165,37,30,112,197,0,71,51,0.4113,24,80,44,0,22,22,1,0,0,22,0,86,86,68,0.7907,24,77,9,0,86,86,68,0.7907,24,77,9,0,0,0,0,.,0,0,0,0,436,436,154,0.3532,21,58,378,0,88,88,88,1,0,0,88,0
VA-507,135,93,83,0.6148,67,68,0,27,87,48,0,25,25,0.3731,80,0,17,46,21,0,68,58,0.8529,10,41,27,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,168,168,158,0.9405,13,33,135,0,0,0,0,.,0,0,0,0
VA-508,251,195,177,0.7052,138,113,0,42,138,113,0,88,88,0.6377,0,55,26,82,56,0,107,89,0.7876,16,56,57,0,0,0,.,0,0,0,0,39,39,39,1,8,30,9,0,39,39,39,1,8,30,9,0,0,0,0,.,0,0,0,0,47,47,47,1,9,23,24,0,0,0,0,.,0,0,0,0
VA-513,281,199,151,0.5374,281,0,0,54,163,118,0,199,151,0.5374,75,4,54,163,118,0,0,0,.,0,0,0,0,0,0,.,0,0,0,0,110,33,33,0.3,31,91,19,0,110,33,33,0.3,31,91,19,0,0,0,0,.,0,0,0,0,37,37,37,1,5,14,23,0,0,0,0,.,0,0,0,0
VA-514,154,126,118,0.7662,116,38,0,28,93,61,0,88,80,0.6897,37,13,15,55,61,0,38,38,1,13,38,0,0,0,0,.,0,0,0,0,111,58,58,0.5225,27,80,31,0,111,58,58,0.5225,27,80,31,0,0,0,0,.,0,0,0,0,63,63,63,1,0,0,63,0,0,0,0,.,0,0,0,0
VA-521,761,492,407,0.5348,629,132,0,153,473,288,0,380,314,0.4992,59,6,120,363,266,0,112,93,0.7045,33,110,22,0,0,0,.,0,0,0,0,213,206,198,0.9296,38,183,30,0,213,206,198,0.9296,38,183,30,0,0,0,0,.,0,0,0,0,107,107,60,0.5607,10,30,77,0,0,0,0,.,0,0,0,0
VA-600,196,196,196,1,126,64,6,40,131,65,0,126,126,1,73,15,22,79,47,0,64,64,1,18,52,12,0,6,6,1,0,0,6,0,106,106,106,1,32,97,9,0,106,106,106,1,32,97,9,0,0,0,0,.,0,0,0,0,142,142,142,1,14,33,109,0,0,0,0,.,0,0,0,0
VA-601,956,725,651,0.681,408,540,8,233,763,193,0,346,346,0.848,184,96,80,272,136,0,371,297,0.55,153,491,49,0,8,8,1,0,0,8,0,204,204,180,0.8824,49,171,33,0,204,204,180,0.8824,49,171,33,0,0,0,0,.,0,0,0,0,476,476,404,0.8487,38,133,343,0,8,8,0,0,3,8,0,0
VA-602,186,174,174,0.9355,95,91,0,44,145,41,0,83,83,0.8737,16,1,26,63,32,0,91,91,1,18,82,9,0,0,0,.,0,0,0,0,30,30,30,1,7,23,7,0,30,30,30,1,7,23,7,0,0,0,0,.,0,0,0,0,2,2,2,1,0,0,2,0,0,0,0,.,0,0,0,0
VA-603,257,240,240,0.9339,162,83,12,40,118,139,0,145,145,0.8951,67,2,20,64,98,0,83,83,1,20,54,29,0,12,12,1,0,0,12,0,18,18,18,1,6,13,5,0,18,18,18,1,6,13,5,0,0,0,0,.,0,0,0,0,37,37,37,1,3,8,29,0,0,0,0,.,0,0,0,0
VA-604,350,315,309,0.8829,183,167,0,84,298,52,0,148,142,0.776,48,0,33,134,49,0,167,167,1,51,164,3,0,0,0,.,0,0,0,0,113,113,113,1,29,102,11,0,113,113,113,1,29,102,11,0,0,0,0,.,0,0,0,0,111,111,32,0.2883,16,58,53,0,0,0,0,.,0,0,0,0
VI-500,127,93,70,0.5512,84,43,0,19,44,83,0,59,44,0.5238,0,0,13,35,49,0,34,26,0.6047,6,9,34,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,22,22,12,0.5455,0,0,22,0,0,0,0,.,0,0,0,0
VT-500,583,479,226,0.3877,302,275,6,99,296,287,0,219,111,0.3675,37,395,57,164,138,0,254,109,0.3964,42,132,143,0,6,6,1,0,0,6,0,128,128,0,0,40,126,2,0,128,128,0,0,40,126,2,0,0,0,0,.,0,0,0,0,391,391,267,0.6829,36,102,289,0,0,0,0,.,0,0,0,0
VT-501,457,405,60,0.1313,351,106,0,62,182,275,0,337,39,0.1111,0,0,42,119,232,0,68,21,0.1981,20,63,43,0,0,0,.,0,0,0,0,10,10,0,0,1,4,6,0,10,10,0,0,1,4,6,0,0,0,0,.,0,0,0,0,207,207,43,0.2077,19,59,148,0,0,0,0,.,0,0,0,0
WA-500,6664,6025,4734,0.7104,2754,3865,45,968,3566,3052,46,2563,2036,0.7393,315,207,225,790,1942,22,3417,2653,0.6864,743,2776,1065,24,45,45,1,0,0,45,0,78,76,76,0.9744,33,75,3,0,78,76,76,0.9744,33,75,3,0,0,0,0,.,0,0,0,0,4687,4687,3787,0.808,284,877,3810,0,0,0,0,.,0,0,0,0
WA-501,4047,3439,2630,0.6499,2300,1747,0,785,2524,1451,72,1777,1261,0.5483,219,35,366,1195,1069,36,1662,1369,0.7836,419,1329,382,36,0,0,.,0,0,0,0,2253,2181,2020,0.8966,383,1174,1077,2,2224,2181,2020,0.9083,375,1147,1075,2,29,0,0,0,8,27,2,0,1457,1423,1263,0.8668,128,385,1072,0,414,389,260,0.628,109,319,85,10
WA-502,1355,1268,652,0.4812,705,650,0,206,705,613,37,653,210,0.2979,0,0,67,267,401,37,615,442,0.68,139,438,212,0,0,0,.,0,0,0,0,225,225,225,1,13,41,184,0,225,225,225,1,13,41,184,0,0,0,0,.,0,0,0,0,610,610,352,0.577,71,152,458,0,77,77,52,0.6753,33,77,0,0
WA-503,1079,971,912,0.8452,513,566,0,223,689,390,0,434,415,0.809,145,0,77,235,278,0,537,497,0.8781,146,454,112,0,0,0,.,0,0,0,0,305,284,284,0.9311,79,233,72,0,305,284,284,0.9311,79,233,72,0,0,0,0,.,0,0,0,0,654,654,341,0.5214,19,72,582,0,0,0,0,.,0,0,0,0
WA-504,607,550,534,0.8797,384,223,0,90,286,284,37,353,353,0.9193,0,14,47,147,221,16,197,181,0.8117,43,139,63,21,0,0,.,0,0,0,0,168,168,168,1,31,95,73,0,168,168,168,1,31,95,73,0,0,0,0,.,0,0,0,0,1037,1037,794,0.7657,142,428,609,0,0,0,0,.,0,0,0,0
WA-507,665,566,259,0.3895,392,273,0,155,482,183,0,345,106,0.2704,71,3,71,232,160,0,221,153,0.5604,84,250,23,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,274,274,145,0.5292,44,137,137,0,0,0,0,.,0,0,0,0
WA-508,469,446,436,0.9296,161,308,0,113,336,116,17,138,138,0.8571,74,41,27,94,50,17,308,298,0.9675,86,242,66,0,0,0,.,0,0,0,0,178,178,178,1,45,130,48,0,178,178,178,1,45,130,48,0,0,0,0,.,0,0,0,0,327,327,249,0.7615,42,99,228,0,0,0,0,.,0,0,0,0
WI-500,4037,2929,2522,0.6247,2191,1839,7,865,2679,1356,2,1415,1130,0.5157,311,277,393,1342,847,2,1507,1385,0.7531,472,1337,502,0,7,7,1,0,0,7,0,178,167,167,0.9382,39,128,50,0,178,167,167,0.9382,39,128,50,0,0,0,0,.,0,0,0,0,448,448,293,0.654,47,132,316,0,0,0,0,.,0,0,0,0
WI-501,1554,1482,1373,0.8835,725,786,43,233,714,802,38,663,616,0.8497,25,0,81,235,452,38,776,714,0.9084,152,479,307,0,43,43,1,0,0,43,0,26,26,26,1,2,10,16,0,26,26,26,1,2,10,16,0,0,0,0,.,0,0,0,0,1271,1271,1128,0.8875,86,251,1020,0,0,0,0,.,0,0,0,0
WI-502,297,234,192,0.6465,193,104,0,41,138,151,8,162,150,0.7772,0,0,21,77,108,8,72,42,0.4038,20,61,43,0,0,0,.,0,0,0,0,9,9,9,1,1,3,6,0,9,9,9,1,1,3,6,0,0,0,0,.,0,0,0,0,130,121,60,0.4615,9,25,105,0,0,0,0,.,0,0,0,0
WI-503,616,573,548,0.8896,327,275,14,107,328,284,4,299,296,0.9052,75,4,54,173,150,4,260,238,0.8655,53,155,120,0,14,14,1,0,0,14,0,205,205,205,1,58,205,0,0,192,192,192,1,54,192,0,0,13,13,13,1,4,13,0,0,826,826,652,0.7893,120,387,439,0,0,0,0,.,0,0,0,0
WV-500,117,80,80,0.6838,77,40,0,25,68,49,0,54,54,0.7013,16,20,13,34,43,0,26,26,0.65,12,34,6,0,0,0,.,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,.,0,0,0,0,18,18,18,1,0,0,18,0,0,0,0,.,0,0,0,0
WV-501,261,240,237,0.908,180,68,13,37,128,133,0,159,156,0.8667,0,0,19,60,120,0,68,68,1,18,68,0,0,13,13,1,0,0,13,0,4,4,4,1,0,0,4,0,4,4,4,1,0,0,4,0,0,0,0,.,0,0,0,0,403,403,403,1,70,167,236,0,108,108,108,1,0,0,108,0
WV-503,430,413,252,0.586,302,128,0,40,115,305,10,285,150,0.4967,0,10,26,75,222,5,128,102,0.7969,14,40,83,5,0,0,.,0,0,0,0,2,2,2,1,0,0,2,0,2,2,2,1,0,0,2,0,0,0,0,.,0,0,0,0,178,178,95,0.5337,24,32,146,0,0,0,0,.,0,0,0,0
WV-508,1157,911,724,0.6258,804,353,0,141,511,646,0,673,533,0.6629,24,109,85,336,468,0,238,191,0.5411,56,175,178,0,0,0,.,0,0,0,0,66,66,66,1,11,41,23,2,66,66,66,1,11,41,23,2,0,0,0,.,0,0,0,0,620,620,288,0.4645,115,308,312,0,0,0,0,.,0,0,0,0
WY-500,815,613,338,0.4147,445,370,0,134,375,426,14,298,123,0.2764,32,16,67,175,256,14,315,215,0.5811,67,200,170,0,0,0,.,0,0,0,0,67,67,7,0.1045,15,52,15,0,67,67,7,0.1045,15,52,15,0,0,0,0,.,0,0,0,0,236,236,69,0.2924,86,127,54,55,0,0,0,.,0,0,0,0
Total,424880,373223,301763,0.7102,249497,173224,2159,66959,217401,202938,4541,215115,171714,0.6882,22399,28331,36152,123252,123173,3072,155958,128008,0.739,30807,94149,77606,1469,2150,2041,0.9453,0,0,2159,0,37783,36201,32577,0.8622,9657,29506,8253,24,36176,34623,31045,0.8582,9181,27911,8241,24,1607,1578,1532,0.9533,476,1595,12,0,300282,297504,218076,0.7262,42210,113487,186623,172,9843,9746,5947,0.6042,2031,6186,3647,10
